tx_id,investor_id,transaction_date,date_id,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
TX015856,INV004276,2024-09-05,2024-09-05,118634,Lumpsum,315570,Punjab,Amritsar,B30,26-35,Male,13.4,UPI,Verified
TX015857,INV000320,2024-09-05,2024-09-05,120503,Redemption,197546,Uttar Pradesh,Kanpur,B30,26-35,Male,19.7,Cheque,Verified
TX015858,INV000747,2024-09-05,2024-09-05,125498,SIP,4776,West Bengal,Kolkata,T30,36-45,Female,40.3,Cheque,Verified
TX015859,INV001092,2024-09-05,2024-09-05,102886,Lumpsum,100766,Haryana,Gurugram,T30,26-35,Male,14.9,UPI,Verified
TX015860,INV000457,2024-09-05,2024-09-05,101207,Lumpsum,265952,Haryana,Faridabad,B30,26-35,Female,22.3,Mandate,Verified
TX015861,INV001897,2024-09-05,2024-09-05,119120,SIP,6682,Maharashtra,Mumbai,T30,26-35,Male,8.6,UPI,Verified
TX015862,INV001820,2024-09-05,2024-09-05,125498,SIP,2036,Maharashtra,Mumbai,T30,36-45,Female,39.3,Net Banking,Verified
TX015863,INV004995,2024-09-05,2024-09-05,120503,SIP,4558,West Bengal,Kolkata,T30,36-45,Male,53.0,Cheque,Verified
TX015864,INV002218,2024-09-05,2024-09-05,120842,SIP,6672,Punjab,Amritsar,B30,36-45,Male,52.7,UPI,Verified
TX015865,INV000744,2024-09-05,2024-09-05,149323,Redemption,45331,Uttar Pradesh,Kanpur,B30,56+,Female,49.8,Mandate,Verified
TX015866,INV000286,2024-09-05,2024-09-05,100025,SIP,4376,Madhya Pradesh,Indore,T30,26-35,Female,9.8,Cheque,Verified
TX015867,INV002179,2024-09-05,2024-09-05,101208,SIP,6953,Haryana,Gurugram,T30,26-35,Female,12.0,Net Banking,Verified
TX015868,INV000036,2024-09-05,2024-09-05,119551,SIP,8337,West Bengal,Kolkata,T30,36-45,Male,49.7,Net Banking,Verified
TX015869,INV000357,2024-09-05,2024-09-05,119093,SIP,25890,Rajasthan,Udaipur,B30,26-35,Male,24.5,Mandate,Verified
TX015870,INV004279,2024-09-05,2024-09-05,101206,SIP,10870,Gujarat,Ahmedabad,T30,36-45,Male,35.7,Mandate,Verified
TX015871,INV003329,2024-09-05,2024-09-05,120843,Lumpsum,89158,Madhya Pradesh,Indore,T30,56+,Male,25.2,Mandate,Verified
TX015872,INV003979,2024-09-05,2024-09-05,120843,SIP,8973,Madhya Pradesh,Indore,T30,36-45,Male,44.4,Mandate,Verified
TX015873,INV002166,2024-09-05,2024-09-05,120505,SIP,5340,Haryana,Gurugram,T30,36-45,Male,33.3,Cheque,Verified
TX015874,INV002329,2024-09-05,2024-09-05,120504,SIP,41439,Madhya Pradesh,Indore,T30,56+,Male,51.2,UPI,Verified
TX015875,INV001929,2024-09-05,2024-09-05,100025,SIP,538,Rajasthan,Jaipur,T30,56+,Male,60.1,Cheque,Verified
TX015876,INV000850,2024-09-05,2024-09-05,120507,Lumpsum,383295,Maharashtra,Pune,T30,36-45,Male,23.7,Mandate,Verified
TX015877,INV001031,2024-09-05,2024-09-05,118634,Lumpsum,242944,Delhi,New Delhi,T30,36-45,Female,23.0,UPI,Verified
TX015878,INV001406,2024-09-05,2024-09-05,120505,SIP,43823,Telangana,Hyderabad,T30,46-55,Male,86.0,Mandate,Verified
TX015879,INV001592,2024-09-05,2024-09-05,148568,Lumpsum,171054,Telangana,Hyderabad,T30,18-25,Male,4.3,Mandate,Verified
TX015880,INV003661,2024-09-06,2024-09-06,102885,SIP,2188,Delhi,Noida,T30,18-25,Female,6.4,Net Banking,Verified
TX015881,INV002670,2024-09-06,2024-09-06,118636,SIP,2945,Uttar Pradesh,Agra,B30,36-45,Male,48.7,UPI,Verified
TX015882,INV000532,2024-09-06,2024-09-06,125498,SIP,904,Madhya Pradesh,Bhopal,B30,26-35,Male,9.0,Net Banking,Verified
TX015883,INV002633,2024-09-06,2024-09-06,101206,Redemption,120164,Karnataka,Bangalore,T30,26-35,Female,8.1,UPI,Verified
TX015884,INV001217,2024-09-06,2024-09-06,118632,Lumpsum,112445,Rajasthan,Jaipur,T30,26-35,Male,21.5,Cheque,Verified
TX015885,INV003169,2024-09-06,2024-09-06,149322,SIP,499,Telangana,Hyderabad,T30,26-35,Female,11.2,Mandate,Verified
TX015886,INV001454,2024-09-06,2024-09-06,149322,SIP,12674,Tamil Nadu,Chennai,T30,26-35,Male,9.3,Net Banking,Verified
TX015887,INV001370,2024-09-06,2024-09-06,149323,SIP,10607,Tamil Nadu,Coimbatore,B30,26-35,Male,7.5,Net Banking,Verified
TX015888,INV003134,2024-09-06,2024-09-06,125498,Lumpsum,143289,Telangana,Hyderabad,T30,36-45,Female,41.3,Cheque,Verified
TX015889,INV003305,2024-09-06,2024-09-06,118634,SIP,22280,Telangana,Hyderabad,T30,46-55,Male,41.0,UPI,Verified
TX015890,INV003310,2024-09-06,2024-09-06,120844,SIP,1733,Telangana,Hyderabad,T30,26-35,Male,8.0,Mandate,Verified
TX015891,INV003724,2024-09-06,2024-09-06,101208,Redemption,315439,Punjab,Amritsar,B30,56+,Male,52.5,Mandate,Verified
TX015892,INV003121,2024-09-06,2024-09-06,120843,SIP,3496,Telangana,Hyderabad,T30,36-45,Male,13.7,Net Banking,Verified
TX015893,INV000778,2024-09-06,2024-09-06,148568,Lumpsum,143869,Haryana,Faridabad,B30,26-35,Male,16.9,UPI,Verified
TX015894,INV002237,2024-09-06,2024-09-06,119094,SIP,9215,Uttar Pradesh,Agra,B30,46-55,Male,23.1,Net Banking,Verified
TX015895,INV002850,2024-09-06,2024-09-06,102885,Redemption,397953,Uttar Pradesh,Lucknow,T30,46-55,Male,76.5,Mandate,Verified
TX015896,INV001651,2024-09-06,2024-09-06,100016,SIP,24169,Gujarat,Ahmedabad,T30,18-25,Male,4.1,Cheque,Verified
TX015897,INV000724,2024-09-06,2024-09-06,120844,SIP,11345,Uttar Pradesh,Kanpur,B30,46-55,Male,78.7,Cheque,Verified
TX015898,INV003187,2024-09-06,2024-09-06,149324,SIP,978,Haryana,Faridabad,B30,26-35,Female,21.5,UPI,Verified
TX015899,INV003491,2024-09-06,2024-09-06,119092,SIP,3073,Delhi,Noida,T30,46-55,Male,92.5,Cheque,Verified
TX015900,INV004769,2024-09-06,2024-09-06,149323,SIP,2530,Punjab,Amritsar,B30,46-55,Female,25.3,Mandate,Verified
TX015901,INV003234,2024-09-06,2024-09-06,119120,SIP,2769,Telangana,Hyderabad,T30,26-35,Male,13.5,Cheque,Verified
TX015902,INV003233,2024-09-06,2024-09-06,102885,SIP,6545,Karnataka,Bangalore,T30,56+,Male,16.8,Net Banking,Verified
TX015903,INV004190,2024-09-06,2024-09-06,120842,Redemption,310816,Gujarat,Surat,T30,46-55,Male,38.9,UPI,Verified
TX015904,INV002526,2024-09-06,2024-09-06,118632,SIP,6326,Madhya Pradesh,Bhopal,B30,18-25,Female,3.5,Cheque,Verified
TX015905,INV000715,2024-09-06,2024-09-06,120506,SIP,958,Uttar Pradesh,Agra,B30,26-35,Male,24.2,UPI,Verified
TX015906,INV003459,2024-09-06,2024-09-06,101206,Redemption,233391,Karnataka,Mysore,B30,26-35,Female,23.5,UPI,Verified
TX015907,INV003797,2024-09-06,2024-09-06,118636,Redemption,304643,Madhya Pradesh,Indore,T30,26-35,Male,6.6,UPI,Verified
TX015908,INV004207,2024-09-06,2024-09-06,118632,Lumpsum,182628,Gujarat,Ahmedabad,T30,56+,Female,53.3,Cheque,Verified
TX015909,INV003412,2024-09-06,2024-09-06,149324,Lumpsum,173063,Rajasthan,Jaipur,T30,18-25,Male,7.8,Cheque,Verified
TX015910,INV000222,2024-09-06,2024-09-06,120505,SIP,3138,Maharashtra,Mumbai,T30,36-45,Male,46.7,UPI,Verified
TX015911,INV002660,2024-09-06,2024-09-06,120842,SIP,1935,Uttar Pradesh,Lucknow,T30,36-45,Male,28.2,Mandate,Verified
TX015912,INV003406,2024-09-06,2024-09-06,149324,Redemption,172962,Madhya Pradesh,Bhopal,B30,26-35,Male,21.2,UPI,Verified
TX015913,INV001244,2024-09-06,2024-09-06,100016,SIP,10987,Uttar Pradesh,Agra,B30,26-35,Male,20.0,Mandate,Pending
TX015914,INV002249,2024-09-06,2024-09-06,125498,SIP,2167,Karnataka,Bangalore,T30,36-45,Male,19.6,Net Banking,Verified
TX015915,INV000203,2024-09-06,2024-09-06,120841,SIP,22930,Maharashtra,Nashik,B30,26-35,Male,16.0,Mandate,Verified
TX015916,INV001235,2024-09-06,2024-09-06,148569,SIP,2946,Haryana,Faridabad,B30,26-35,Male,19.3,UPI,Verified
TX015917,INV000909,2024-09-06,2024-09-06,119092,SIP,1061,Haryana,Gurugram,T30,46-55,Female,92.6,Mandate,Verified
TX015918,INV001227,2024-09-06,2024-09-06,120507,SIP,1068,Tamil Nadu,Coimbatore,B30,36-45,Male,58.3,Cheque,Verified
TX015919,INV000496,2024-09-06,2024-09-06,148567,SIP,415,Maharashtra,Mumbai,T30,36-45,Male,14.3,Net Banking,Verified
TX015920,INV001219,2024-09-06,2024-09-06,149322,SIP,21037,West Bengal,Kolkata,T30,26-35,Male,18.4,Mandate,Verified
TX015921,INV003379,2024-09-06,2024-09-06,118635,Redemption,163666,Uttar Pradesh,Lucknow,T30,36-45,Male,43.2,UPI,Verified
TX015922,INV005000,2024-09-06,2024-09-06,119552,Lumpsum,376134,Tamil Nadu,Coimbatore,B30,18-25,Male,3.4,Mandate,Verified
TX015923,INV003669,2024-09-06,2024-09-06,101207,SIP,8625,West Bengal,Kolkata,T30,18-25,Female,7.8,Net Banking,Verified
TX015924,INV002146,2024-09-06,2024-09-06,100025,Redemption,178276,Telangana,Hyderabad,T30,26-35,Male,19.0,Mandate,Verified
TX015925,INV001558,2024-09-06,2024-09-06,119599,SIP,2531,West Bengal,Kolkata,T30,56+,Female,23.8,UPI,Verified
TX015926,INV004495,2024-09-06,2024-09-06,149323,SIP,900,Punjab,Amritsar,B30,36-45,Female,24.4,UPI,Verified
TX015927,INV000039,2024-09-06,2024-09-06,125497,Lumpsum,106846,Madhya Pradesh,Bhopal,B30,26-35,Male,6.5,Net Banking,Verified
TX015928,INV002999,2024-09-06,2024-09-06,119120,SIP,1661,Madhya Pradesh,Bhopal,B30,36-45,Male,16.8,UPI,Verified
TX015929,INV002131,2024-09-06,2024-09-06,102887,Redemption,360051,Madhya Pradesh,Bhopal,B30,46-55,Male,75.1,Mandate,Verified
TX015930,INV001160,2024-09-06,2024-09-06,125498,SIP,480,Karnataka,Mysore,B30,36-45,Female,13.8,UPI,Verified
TX015931,INV004955,2024-09-06,2024-09-06,120507,SIP,2895,Madhya Pradesh,Bhopal,B30,46-55,Male,63.3,Net Banking,Verified
TX015932,INV003058,2024-09-06,2024-09-06,102887,Lumpsum,243411,Karnataka,Mysore,B30,36-45,Male,46.2,Cheque,Verified
TX015933,INV002496,2024-09-06,2024-09-06,149323,SIP,2838,Karnataka,Mysore,B30,36-45,Male,40.5,Net Banking,Verified
TX015934,INV003539,2024-09-06,2024-09-06,101208,SIP,14467,Rajasthan,Udaipur,B30,56+,Female,54.9,UPI,Verified
TX015935,INV002595,2024-09-06,2024-09-06,148568,Lumpsum,403296,Tamil Nadu,Coimbatore,B30,36-45,Male,27.8,UPI,Verified
TX015936,INV003924,2024-09-06,2024-09-06,100033,SIP,48922,Telangana,Hyderabad,T30,26-35,Male,20.1,UPI,Verified
TX015937,INV002177,2024-09-06,2024-09-06,102885,Lumpsum,403202,Haryana,Gurugram,T30,26-35,Male,13.2,Mandate,Verified
TX015938,INV004421,2024-09-06,2024-09-06,119092,SIP,2847,Punjab,Amritsar,B30,26-35,Male,20.5,Mandate,Verified
TX015939,INV002627,2024-09-06,2024-09-06,149323,SIP,486,West Bengal,Kolkata,T30,26-35,Male,19.0,UPI,Verified
TX015940,INV000069,2024-09-06,2024-09-06,120843,SIP,52274,Gujarat,Ahmedabad,T30,56+,Female,35.9,UPI,Verified
TX015941,INV003082,2024-09-06,2024-09-06,125497,SIP,1606,Telangana,Hyderabad,T30,26-35,Male,18.7,Net Banking,Verified
TX015942,INV004079,2024-09-06,2024-09-06,118636,Redemption,430603,Karnataka,Bangalore,T30,36-45,Female,57.2,Net Banking,Verified
TX015943,INV001516,2024-09-06,2024-09-06,125497,Redemption,531976,Tamil Nadu,Coimbatore,B30,26-35,Male,22.0,UPI,Verified
TX015944,INV001016,2024-09-06,2024-09-06,149324,SIP,11677,Delhi,Gurugram,T30,36-45,Male,19.2,Cheque,Verified
TX015945,INV004973,2024-09-06,2024-09-06,120844,Redemption,354080,Tamil Nadu,Coimbatore,B30,26-35,Male,11.3,UPI,Verified
TX015946,INV000657,2024-09-07,2024-09-07,119095,Lumpsum,248944,Tamil Nadu,Coimbatore,B30,26-35,Female,11.4,Mandate,Verified
TX015947,INV003205,2024-09-07,2024-09-07,100033,SIP,2910,Punjab,Chandigarh,T30,26-35,Female,16.1,Mandate,Verified
TX015948,INV002570,2024-09-07,2024-09-07,101206,SIP,974,Punjab,Chandigarh,T30,36-45,Male,55.3,UPI,Verified
TX015949,INV003244,2024-09-07,2024-09-07,119093,SIP,2842,Telangana,Hyderabad,T30,26-35,Female,21.1,Mandate,Verified
TX015950,INV002829,2024-09-07,2024-09-07,102887,Lumpsum,204426,West Bengal,Kolkata,T30,26-35,Male,6.1,UPI,Verified
TX015951,INV001924,2024-09-07,2024-09-07,148568,SIP,11476,Karnataka,Bangalore,T30,18-25,Male,4.9,UPI,Verified
TX015952,INV003845,2024-09-07,2024-09-07,119093,SIP,8700,Gujarat,Surat,T30,26-35,Female,10.1,Net Banking,Verified
TX015953,INV003685,2024-09-07,2024-09-07,102886,SIP,922,Gujarat,Ahmedabad,T30,26-35,Male,10.4,Mandate,Verified
TX015954,INV000496,2024-09-07,2024-09-07,119120,SIP,4200,Maharashtra,Mumbai,T30,36-45,Male,14.3,Mandate,Verified
TX015955,INV000199,2024-09-07,2024-09-07,120844,Lumpsum,181835,Telangana,Hyderabad,T30,36-45,Female,15.7,Mandate,Verified
TX015956,INV001564,2024-09-07,2024-09-07,120841,Lumpsum,364906,Haryana,Faridabad,B30,46-55,Male,43.2,UPI,Verified
TX015957,INV000198,2024-09-07,2024-09-07,101206,SIP,462,Punjab,Chandigarh,T30,46-55,Male,21.5,Mandate,Verified
TX015958,INV001744,2024-09-07,2024-09-07,102887,Lumpsum,195569,Karnataka,Mysore,B30,26-35,Male,15.9,Cheque,Verified
TX015959,INV003811,2024-09-07,2024-09-07,119095,SIP,8725,Gujarat,Surat,T30,46-55,Female,83.6,Net Banking,Verified
TX015960,INV001743,2024-09-07,2024-09-07,119092,Lumpsum,270953,Telangana,Hyderabad,T30,26-35,Male,23.5,UPI,Verified
TX015961,INV002602,2024-09-07,2024-09-07,120505,SIP,3338,Gujarat,Surat,T30,56+,Female,45.7,Cheque,Verified
TX015962,INV003235,2024-09-07,2024-09-07,102887,Lumpsum,222815,Haryana,Faridabad,B30,56+,Male,19.0,Mandate,Verified
TX015963,INV002758,2024-09-07,2024-09-07,120506,Redemption,18249,Delhi,Gurugram,T30,26-35,Male,7.3,Mandate,Pending
TX015964,INV004990,2024-09-07,2024-09-07,148568,Lumpsum,399812,Maharashtra,Nashik,B30,26-35,Female,9.5,Mandate,Verified
TX015965,INV000572,2024-09-07,2024-09-07,119094,SIP,13067,Gujarat,Surat,T30,36-45,Female,28.9,Cheque,Verified
TX015966,INV001522,2024-09-07,2024-09-07,149323,SIP,8277,Tamil Nadu,Chennai,T30,36-45,Female,59.4,Cheque,Verified
TX015967,INV000486,2024-09-07,2024-09-07,148568,Redemption,398672,Madhya Pradesh,Indore,T30,26-35,Female,12.6,UPI,Verified
TX015968,INV002934,2024-09-07,2024-09-07,148567,Lumpsum,28152,Delhi,Noida,T30,36-45,Male,25.8,UPI,Verified
TX015969,INV001592,2024-09-07,2024-09-07,148567,SIP,17777,Telangana,Hyderabad,T30,18-25,Male,4.3,Mandate,Verified
TX015970,INV000749,2024-09-07,2024-09-07,101207,Lumpsum,548015,Uttar Pradesh,Kanpur,B30,36-45,Male,36.1,UPI,Verified
TX015971,INV001379,2024-09-07,2024-09-07,119092,Redemption,459014,Punjab,Amritsar,B30,56+,Female,74.3,Net Banking,Verified
TX015972,INV001694,2024-09-07,2024-09-07,149324,Lumpsum,353463,Punjab,Amritsar,B30,46-55,Female,36.8,Cheque,Verified
TX015973,INV003936,2024-09-07,2024-09-07,118633,SIP,5323,Punjab,Chandigarh,T30,36-45,Male,19.8,Cheque,Verified
TX015974,INV000227,2024-09-07,2024-09-07,118632,SIP,2151,Haryana,Gurugram,T30,36-45,Male,29.1,Net Banking,Verified
TX015975,INV004391,2024-09-07,2024-09-07,119092,SIP,12260,Maharashtra,Mumbai,T30,26-35,Female,23.3,Mandate,Pending
TX015976,INV001117,2024-09-07,2024-09-07,100033,SIP,26098,Punjab,Amritsar,B30,18-25,Male,3.9,Mandate,Verified
TX015977,INV000116,2024-09-07,2024-09-07,120843,Redemption,207823,West Bengal,Kolkata,T30,18-25,Male,3.2,Net Banking,Verified
TX015978,INV001588,2024-09-07,2024-09-07,101206,Lumpsum,376022,Karnataka,Bangalore,T30,56+,Male,75.2,UPI,Verified
TX015979,INV002542,2024-09-07,2024-09-07,118635,Lumpsum,63633,Telangana,Hyderabad,T30,26-35,Female,15.9,Mandate,Verified
TX015980,INV003982,2024-09-07,2024-09-07,119551,SIP,5149,Tamil Nadu,Coimbatore,B30,36-45,Female,34.4,Cheque,Verified
TX015981,INV004911,2024-09-07,2024-09-07,119551,SIP,5622,West Bengal,Kolkata,T30,26-35,Female,9.4,Net Banking,Pending
TX015982,INV004196,2024-09-07,2024-09-07,118636,Lumpsum,168828,West Bengal,Kolkata,T30,46-55,Male,44.4,Cheque,Verified
TX015983,INV003328,2024-09-07,2024-09-07,149324,SIP,2804,Karnataka,Mysore,B30,26-35,Female,14.2,UPI,Verified
TX015984,INV000527,2024-09-07,2024-09-07,149324,SIP,16556,Telangana,Hyderabad,T30,26-35,Male,12.1,Mandate,Verified
TX015985,INV000390,2024-09-07,2024-09-07,101208,Lumpsum,219760,Karnataka,Bangalore,T30,26-35,Male,24.9,Cheque,Verified
TX015986,INV002772,2024-09-07,2024-09-07,118633,SIP,2992,Haryana,Faridabad,B30,26-35,Male,14.7,UPI,Verified
TX015987,INV003124,2024-09-07,2024-09-07,119598,SIP,12359,West Bengal,Kolkata,T30,36-45,Male,28.8,Mandate,Verified
TX015988,INV004868,2024-09-07,2024-09-07,120506,Lumpsum,195886,Karnataka,Bangalore,T30,36-45,Male,49.4,Net Banking,Verified
TX015989,INV001068,2024-09-07,2024-09-07,120506,SIP,591,West Bengal,Kolkata,T30,26-35,Male,6.1,UPI,Verified
TX015990,INV002996,2024-09-07,2024-09-07,119095,SIP,28424,Madhya Pradesh,Bhopal,B30,26-35,Male,20.7,Net Banking,Verified
TX015991,INV002445,2024-09-07,2024-09-07,125498,SIP,2697,Punjab,Chandigarh,T30,26-35,Male,9.5,Mandate,Verified
TX015992,INV000822,2024-09-07,2024-09-07,102887,SIP,461,Punjab,Amritsar,B30,26-35,Male,9.2,Net Banking,Verified
TX015993,INV001469,2024-09-07,2024-09-07,102887,Lumpsum,174914,Karnataka,Bangalore,T30,56+,Male,74.7,UPI,Verified
TX015994,INV004349,2024-09-07,2024-09-07,101207,Lumpsum,277325,Haryana,Gurugram,T30,26-35,Female,9.3,Mandate,Verified
TX015995,INV000109,2024-09-07,2024-09-07,118635,SIP,11627,Karnataka,Bangalore,T30,26-35,Female,15.0,UPI,Verified
TX015996,INV002632,2024-09-07,2024-09-07,120507,SIP,7808,Tamil Nadu,Chennai,T30,26-35,Female,14.1,Mandate,Verified
TX015997,INV004644,2024-09-07,2024-09-07,125497,SIP,23719,Maharashtra,Nashik,B30,36-45,Male,21.7,Cheque,Verified
TX015998,INV001837,2024-09-07,2024-09-07,120843,SIP,952,Uttar Pradesh,Agra,B30,18-25,Male,5.5,UPI,Verified
TX015999,INV003966,2024-09-07,2024-09-07,119599,Lumpsum,180062,Uttar Pradesh,Agra,B30,46-55,Male,79.6,Mandate,Verified
TX016000,INV002304,2024-09-07,2024-09-07,119094,SIP,4190,Karnataka,Mysore,B30,46-55,Male,57.7,Mandate,Verified
TX016001,INV001357,2024-09-07,2024-09-07,148569,Lumpsum,432938,Gujarat,Ahmedabad,T30,36-45,Female,58.4,Net Banking,Verified
TX016002,INV003857,2024-09-07,2024-09-07,100025,Redemption,437529,Madhya Pradesh,Indore,T30,18-25,Male,3.8,Cheque,Verified
TX016003,INV004855,2024-09-07,2024-09-07,119551,SIP,2320,Madhya Pradesh,Bhopal,B30,36-45,Female,49.4,Net Banking,Pending
TX016004,INV003957,2024-09-07,2024-09-07,118632,Lumpsum,529735,Delhi,Noida,T30,36-45,Male,30.9,Net Banking,Verified
TX016005,INV003861,2024-09-07,2024-09-07,119599,Lumpsum,128960,Punjab,Chandigarh,T30,26-35,Female,13.8,Net Banking,Verified
TX016006,INV000768,2024-09-07,2024-09-07,149322,SIP,2025,Delhi,Noida,T30,56+,Male,12.2,Cheque,Verified
TX016007,INV000731,2024-09-07,2024-09-07,120504,SIP,21486,Rajasthan,Jaipur,T30,18-25,Male,7.1,Net Banking,Verified
TX016008,INV001103,2024-09-07,2024-09-07,148568,SIP,2635,Karnataka,Mysore,B30,26-35,Female,6.4,Cheque,Verified
TX016009,INV001547,2024-09-07,2024-09-07,149322,Lumpsum,158344,Tamil Nadu,Coimbatore,B30,36-45,Male,55.7,Mandate,Verified
TX016010,INV002531,2024-09-07,2024-09-07,149323,Redemption,167376,Rajasthan,Udaipur,B30,36-45,Female,50.4,UPI,Verified
TX016011,INV001655,2024-09-07,2024-09-07,149322,SIP,15736,Delhi,New Delhi,T30,26-35,Male,8.0,Net Banking,Verified
TX016012,INV000309,2024-09-07,2024-09-07,119599,SIP,577,Delhi,Gurugram,T30,26-35,Male,18.1,Cheque,Verified
TX016013,INV004770,2024-09-08,2024-09-08,125497,SIP,8198,Gujarat,Surat,T30,18-25,Female,5.2,UPI,Verified
TX016014,INV004200,2024-09-08,2024-09-08,100025,Lumpsum,314653,Rajasthan,Udaipur,B30,36-45,Male,35.9,Mandate,Verified
TX016015,INV004947,2024-09-08,2024-09-08,149322,SIP,3586,Telangana,Hyderabad,T30,26-35,Female,19.7,Mandate,Verified
TX016016,INV001746,2024-09-08,2024-09-08,119599,SIP,1917,Rajasthan,Udaipur,B30,26-35,Male,11.2,Cheque,Verified
TX016017,INV000643,2024-09-08,2024-09-08,149324,Lumpsum,138811,Haryana,Faridabad,B30,26-35,Female,23.5,Mandate,Verified
TX016018,INV000596,2024-09-08,2024-09-08,149322,Lumpsum,15759,Madhya Pradesh,Indore,T30,56+,Male,21.3,Cheque,Verified
TX016019,INV004946,2024-09-08,2024-09-08,101208,SIP,3293,Gujarat,Surat,T30,26-35,Female,19.5,Net Banking,Verified
TX016020,INV002365,2024-09-08,2024-09-08,148569,SIP,5798,Gujarat,Ahmedabad,T30,46-55,Male,76.9,UPI,Verified
TX016021,INV002450,2024-09-08,2024-09-08,101207,Lumpsum,337453,West Bengal,Kolkata,T30,36-45,Female,14.5,Cheque,Verified
TX016022,INV000844,2024-09-08,2024-09-08,119599,SIP,1148,Gujarat,Surat,T30,26-35,Male,6.5,UPI,Pending
TX016023,INV004223,2024-09-08,2024-09-08,100016,Lumpsum,428421,Uttar Pradesh,Agra,B30,36-45,Female,49.3,Net Banking,Pending
TX016024,INV000419,2024-09-08,2024-09-08,102886,Lumpsum,160284,Haryana,Gurugram,T30,56+,Female,27.6,UPI,Verified
TX016025,INV003793,2024-09-08,2024-09-08,120506,SIP,9094,Delhi,New Delhi,T30,46-55,Male,94.3,Net Banking,Verified
TX016026,INV000047,2024-09-08,2024-09-08,149322,Redemption,455324,Haryana,Faridabad,B30,36-45,Male,23.6,Net Banking,Verified
TX016027,INV004948,2024-09-08,2024-09-08,125497,SIP,2583,Madhya Pradesh,Indore,T30,56+,Male,54.1,Net Banking,Verified
TX016028,INV000595,2024-09-08,2024-09-08,120504,Lumpsum,498046,Gujarat,Surat,T30,18-25,Male,7.6,Mandate,Verified
TX016029,INV000429,2024-09-08,2024-09-08,101208,SIP,2413,Gujarat,Surat,T30,36-45,Female,41.7,UPI,Verified
TX016030,INV001042,2024-09-08,2024-09-08,148568,Lumpsum,190593,Karnataka,Mysore,B30,26-35,Male,13.5,Mandate,Verified
TX016031,INV000741,2024-09-08,2024-09-08,120844,SIP,10737,Rajasthan,Udaipur,B30,26-35,Male,17.4,UPI,Verified
TX016032,INV004210,2024-09-08,2024-09-08,118636,SIP,24160,Madhya Pradesh,Bhopal,B30,56+,Male,23.9,Net Banking,Verified
TX016033,INV004459,2024-09-08,2024-09-08,120506,SIP,5604,Maharashtra,Pune,T30,26-35,Female,9.2,Mandate,Verified
TX016034,INV004753,2024-09-08,2024-09-08,119599,Lumpsum,196339,Karnataka,Mysore,B30,36-45,Female,18.4,UPI,Verified
TX016035,INV003563,2024-09-08,2024-09-08,120506,SIP,3036,Haryana,Gurugram,T30,46-55,Male,41.8,Mandate,Verified
TX016036,INV001312,2024-09-08,2024-09-08,100016,Redemption,267620,Delhi,Noida,T30,26-35,Male,6.9,Net Banking,Verified
TX016037,INV001567,2024-09-08,2024-09-08,100033,SIP,15431,West Bengal,Kolkata,T30,36-45,Male,12.2,Mandate,Verified
TX016038,INV000413,2024-09-08,2024-09-08,119599,Lumpsum,50726,Haryana,Gurugram,T30,36-45,Female,49.8,Mandate,Verified
TX016039,INV004849,2024-09-08,2024-09-08,102886,SIP,26360,Maharashtra,Pune,T30,46-55,Female,21.9,UPI,Verified
TX016040,INV003735,2024-09-08,2024-09-08,119094,SIP,11300,Gujarat,Ahmedabad,T30,36-45,Female,13.9,UPI,Verified
TX016041,INV004120,2024-09-08,2024-09-08,125497,SIP,1761,Telangana,Hyderabad,T30,18-25,Male,7.2,UPI,Verified
TX016042,INV000935,2024-09-08,2024-09-08,119092,SIP,2823,Telangana,Hyderabad,T30,36-45,Male,14.6,Mandate,Verified
TX016043,INV002052,2024-09-08,2024-09-08,120843,SIP,422,Uttar Pradesh,Lucknow,T30,36-45,Male,50.8,Mandate,Verified
TX016044,INV000697,2024-09-08,2024-09-08,100016,Lumpsum,407537,Gujarat,Ahmedabad,T30,36-45,Male,41.4,Net Banking,Pending
TX016045,INV000696,2024-09-08,2024-09-08,119599,SIP,1617,Madhya Pradesh,Indore,T30,26-35,Male,10.7,Net Banking,Verified
TX016046,INV004116,2024-09-08,2024-09-08,102886,SIP,1198,Gujarat,Ahmedabad,T30,36-45,Male,59.4,Mandate,Verified
TX016047,INV003898,2024-09-08,2024-09-08,120841,Lumpsum,416910,Madhya Pradesh,Indore,T30,26-35,Male,6.2,UPI,Verified
TX016048,INV004496,2024-09-08,2024-09-08,119092,Redemption,395778,Madhya Pradesh,Indore,T30,18-25,Female,6.3,Net Banking,Verified
TX016049,INV000949,2024-09-08,2024-09-08,120506,SIP,21278,Tamil Nadu,Coimbatore,B30,26-35,Male,11.2,Mandate,Verified
TX016050,INV003129,2024-09-08,2024-09-08,148567,Redemption,239505,Haryana,Gurugram,T30,36-45,Female,33.4,Net Banking,Verified
TX016051,INV002231,2024-09-08,2024-09-08,120503,Lumpsum,464260,Karnataka,Mysore,B30,26-35,Male,10.1,UPI,Verified
TX016052,INV000529,2024-09-08,2024-09-08,102885,Lumpsum,284495,Maharashtra,Mumbai,T30,18-25,Male,4.7,Mandate,Verified
TX016053,INV000979,2024-09-08,2024-09-08,119551,SIP,2442,Karnataka,Bangalore,T30,26-35,Male,24.7,Mandate,Verified
